"","district","town"
"3303","信義區","黎忠里"
"3304","大安區","華聲里"
"3305","士林區","福順里"
"3306","松山區","新聚里"
"3307","北投區","中心里"
"3308","萬華區","萬壽里"
"3309","內湖區","五分里"
"3310","北投區","石牌里"
"3311","大同區","朝陽里"
"3312","大同區","星明里"
"3313","文山區","興旺里"
"3314","信義區","黎順里"
"3315","文山區","興邦里"
"3316","萬華區","華江里"
"3317","松山區","新聚里"
"3318","士林區","永倫里"
"3319","大同區","建泰里"
"3320","中正區","富水里"
"3321","文山區","興豐里"
"3322","大同區","雙連里"
"3323","中山區","朱園里"
"3324","大同區","延平里"
"3325","士林區","永倫里"
"3326","大安區","臨江里"
"3327","北投區","中心里"
"3328","內湖區","葫洲里"
"3329","大同區","星明里"
"3330","信義區","敦厚里"
"3331","大同區","星明里"
"3332","大安區","龍陣里"
"3333","大安區","龍生里"
"3334","內湖區","石潭里"
"3335","松山區","敦化里"
"3336","南港區","成福里"
"3337","北投區","關渡里"
"3338","信義區","四維里"
"3339","大安區","錦泰里"
"3340","松山區","民有里"
"3341","士林區","前港里"
"3342","信義區","中行里"
"3343","士林區","富光里"
"3344","信義區","永春里"
"3345","內湖區","港富里"
"3346","信義區","雅祥里"
"3347","萬華區","雙園里"
"3348","中山區","成功里"
"3349","北投區","中央里"
"3350","萬華區","全德里"
"3351","信義區","四育里"
"3352","信義區","敦厚里"
"3353","大同區","鄰江里"
"3354","北投區","清江里"
"3355","中正區","文祥里"
"3356","文山區","興業里"
"3357","南港區","舊莊里"
"3358","內湖區","港墘里"
"3359","士林區","福志里"
"3360","北投區","大同里"
"3361","南港區","中研里"
"3362","松山區","精忠里"
"3363","松山區","精忠里"
"3364","松山區","龍田里"
"3365","大同區","鄰江里"
"3366","內湖區","港墘里"
"3367","文山區","樟文里"
"3368","松山區","復盛里"
"3369","內湖區","紫陽里"
"3370","松山區","新東里"
"3371","大安區","黎孝里"
"3372","大安區","光信里"
"3373","文山區","木新里"
"3374","北投區","長安里"
"3375","松山區","新東里"
"3376","大安區","光信里"
"3377","文山區","試院里"
"3378","文山區","試院里"
"3379","大同區","延平里"
"3380","大安區","民炤里"
"3381","萬華區","凌霄里"
"3382","萬華區","和德里"
"3383","文山區","興福里"
"3384","萬華區","忠德里"
"3385","中山區","正義里"
"3386","信義區","景勤里"
"3387","士林區","天和里"
"3388","文山區","明義里"
"3389","文山區","華興里"
"3390","松山區","松基里"
"3391","北投區","尊賢里"
"3392","中正區","幸福里"
"3393","內湖區","五分里"
"3394","大安區","車層里"
"3395","南港區","東明里"
"3396","北投區","中庸里"
"3397","萬華區","菜園里"
"3398","信義區","安康里"
"3399","信義區","西村里"
"3400","信義區","西村里"
"3401","南港區","重陽里"
"3402","文山區","樟林里"
"3403","北投區","開明里"
"3404","內湖區","港華里"
"3405","文山區","忠順里"
"3406","大安區","龍坡里"
"3407","松山區","慈祐里"
"3408","中正區","新營里"
"3409","北投區","立賢里"
"3410","中山區","金泰里"
"3411","大同區","鄰江里"
"3412","大同區","鄰江里"
"3413","士林區","德行里"
"3414","大同區","斯文里"
"3415","內湖區","東湖里"
"3416","文山區","景仁里"
"3417","松山區","介壽里"
"3418","文山區","景仁里"
"3419","士林區","福志里"
"3420","松山區","東光里"
"3421","大同區","蓬萊里"
"3422","松山區","三民里"
"3423","松山區","三民里"
"3424","北投區","中庸里"
"3425","南港區","三重里"
"3426","南港區","玉成里"
"3427","內湖區","五分里"
"3428","內湖區","安泰里"
"3429","北投區","長安里"
"3430","內湖區","寶湖里"
"3431","中山區","永安里"
"3432","大同區","國慶里"
"3433","中山區","大直里"
"3434","信義區","中興里"
"3435","中正區","龍光里"
"3436","萬華區","凌霄里"
"3437","文山區","木柵里"
"3438","南港區","東明里"
"3439","中山區","金泰里"
"3440","中正區","梅花里"
"3441","大安區","義村里"
"3442","北投區","建民里"
"3443","文山區","明義里"
"3444","松山區","新益里"
"3445","中正區","忠勤里"
"3446","文山區","華興里"
"3447","大同區","星明里"
"3448","文山區","萬美里"
"3449","北投區","奇岩里"
"3450","大安區","通化里"
"3451","南港區","九如里"
"3452","松山區","復盛里"
"3453","松山區","復盛里"
"3454","士林區","天福里"
"3455","士林區","天福里"
"3456","中正區","永昌里"
"3457","北投區","中央里"
"3458","信義區","國業里"
"3459","南港區","鴻福里"
"3460","中山區","圓山里"
"3461","松山區","龍田里"
"3462","南港區","東新里"
"3463","松山區","東光里"
"3464","松山區","東光里"
"3465","松山區","龍田里"
"3466","南港區","舊莊里"
"3467","中山區","江寧里"
"3468","北投區","文化里"
"3469","內湖區","東湖里"
"3470","中正區","廈安里"
"3471","松山區","新聚里"
"3472","內湖區","內湖里"
"3473","大同區","玉泉里"
"3474","信義區","泰和里"
"3475","信義區","安康里"
"3476","松山區","精忠里"
"3477","士林區","芝山里"
"3478","中山區","中山里"
"3479","松山區","安平里"
"3480","大安區","通安里"
"3481","中山區","埤頭里"
"3482","內湖區","金龍里"
"3483","信義區","六合里"
"3484","文山區","明興里"
"3485","內湖區","石潭里"
"3486","北投區","稻香里"
"3487","北投區","秀山里"
"3488","士林區","德行里"
"3489","士林區","天玉里"
"3490","中山區","正義里"
"3491","大安區","龍門里"
"3492","大安區","昌隆里"
"3493","大同區","至聖里"
"3494","文山區","景美里"
"3495","大同區","國順里"
"3496","大同區","國順里"
"3497","內湖區","金瑞里"
"3498","大同區","玉泉里"
"3499","大同區","大有里"
"3500","北投區","清江里"
"3501","南港區","百福里"
"3502","萬華區","新和里"
"3503","內湖區","內湖里"
"3504","大同區","保安里"
"3505","中正區","林興里"
"3506","內湖區","大湖里"
"3507","中正區","光復里"
"3508","松山區","鵬程里"
"3509","文山區","興昌里"
"3510","士林區","聖山里"
"3511","大同區","民權里"
"3512","中山區","正得里"
"3513","大安區","光信里"
"3514","松山區","東榮里"
"3515","松山區","中崙里"
"3516","松山區","復勢里"
"3517","士林區","天玉里"
"3518","大同區","民權里"
"3519","松山區","福成里"
"3520","中山區","中原里"
"3521","萬華區","新起里"
"3522","中山區","新福里"
"3523","南港區","東明里"
"3524","士林區","聖山里"
"3525","文山區","華興里"
"3526","中山區","下埤里"
"3527","內湖區","金瑞里"
"3528","中山區","金泰里"
"3529","南港區","百福里"
"3530","文山區","景慶里"
"3531","大同區","雙連里"
"3532","內湖區","蘆洲里"
"3533","文山區","興旺里"
"3534","中山區","集英里"
"3535","內湖區","安泰里"
"3536","松山區","安平里"
"3537","信義區","景勤里"
"3538","萬華區","萬壽里"
"3539","萬華區","忠德里"
"3540","松山區","新聚里"
"3541","內湖區","湖興里"
"3542","萬華區","福星里"
"3543","內湖區","湖興里"
"3544","大同區","斯文里"
"3545","大安區","民炤里"
"3546","中山區","正守里"
"3547","大同區","雙連里"
"3548","松山區","富泰里"
"3549","松山區","富泰里"
"3550","文山區","樟林里"
"3551","中山區","金泰里"
"3552","南港區","成福里"
"3553","北投區","永和里"
"3554","大安區","龍生里"
"3555","北投區","榮華里"
"3556","文山區","順興里"
"3557","大同區","建明里"
"3558","中正區","螢雪里"
"3559","文山區","政大里"
"3560","文山區","政大里"
"3561","大同區","玉泉里"
"3562","萬華區","銘德里"
"3563","中正區","幸福里"
"3564","士林區","後港里"
"3565","文山區","老泉里"
"3566","北投區","桃源里"
"3567","大同區","揚雅里"
"3568","萬華區","和德里"
"3569","文山區","萬芳里"
"3570","大同區","至聖里"
"3571","松山區","福成里"
"3572","大同區","民權里"
"3573","文山區","順興里"
"3574","大安區","仁愛里"
"3575","信義區","廣居里"
"3576","大同區","鄰江里"
"3577","南港區","三重里"
"3578","信義區","國業里"
"3579","文山區","景東里"
"3580","北投區","溫泉里"
"3581","士林區","天福里"
"3582","大安區","昌隆里"
"3583","文山區","萬祥里"
"3584","士林區","德華里"
"3585","士林區","德華里"
"3586","士林區","聖山里"
"3587","松山區","中正里"
"3588","松山區","吉祥里"
"3589","文山區","明義里"
"3590","大同區","雙連里"
"3591","大同區","雙連里"
"3592","大安區","誠安里"
"3593","中山區","松江里"
"3594","南港區","合成里"
"3595","內湖區","康寧里"
"3596","中山區","圓山里"
"3597","信義區","國業里"
"3598","中山區","圓山里"
"3599","北投區","榮華里"
"3600","信義區","廣居里"
"3601","南港區","新富里"
"3602","松山區","新益里"
"3603","大安區","芳和里"
"3604","大同區","鄰江里"
"3605","大安區","義安里"
"3606","大安區","全安里"
"3607","萬華區","綠堤里"
"3608","南港區","新富里"
"3609","信義區","富台里"
"3610","內湖區","康寧里"
"3611","松山區","新聚里"
"3612","士林區","福安里"
"3613","南港區","新富里"
"3614","中山區","興亞里"
"3615","萬華區","榮德里"
"3616","萬華區","壽德里"
"3617","北投區","智仁里"
"3618","中正區","螢圃里"
"3619","大同區","建泰里"
"3620","中山區","正得里"
"3621","北投區","文林里"
"3622","大同區","至聖里"
"3623","萬華區","忠貞里"
"3624","大安區","黎元里"
"3625","大安區","通安里"
"3626","大安區","龍泉里"
"3627","內湖區","紫星里"
"3628","松山區","富泰里"
"3629","中正區","文北里"
"3630","信義區","松友里"
"3631","松山區","安平里"
"3632","中山區","正得里"
"3633","士林區","福德里"
"3634","士林區","翠山里"
"3635","信義區","四育里"
"3636","內湖區","五分里"
"3637","信義區","松隆里"
"3638","中正區","三愛里"
"3639","中山區","正義里"
"3640","大同區","民權里"
"3641","文山區","景行里"
"3642","信義區","松友里"
"3643","萬華區","銘德里"
"3644","松山區","新益里"
"3645","中山區","朱馥里"
"3646","大安區","龍泉里"
"3647","士林區","百齡里"
"3648","信義區","景勤里"
"3649","中正區","忠勤里"
"3650","中山區","劍潭里"
"3651","萬華區","興德里"
"3652","南港區","百福里"
"3653","大安區","住安里"
"3654","內湖區","瑞陽里"
"3655","萬華區","銘德里"
"3656","士林區","葫蘆里"
"3657","南港區","仁福里"
"3658","中山區","聚盛里"
"3659","文山區","明興里"
"3660","大安區","建倫里"
"3661","大同區","延平里"
"3662","內湖區","湖元里"
"3663","大安區","義安里"
"3664","萬華區","青山里"
"3665","文山區","明義里"
"3666","內湖區","湖濱里"
"3667","松山區","安平里"
"3668","內湖區","秀湖里"
"3669","內湖區","安湖里"
"3670","內湖區","湖濱里"
"3671","內湖區","瑞陽里"
"3672","大安區","古莊里"
"3673","文山區","樟腳里"
"3674","大同區","斯文里"
"3675","大安區","建安里"
"3676","大同區","南芳里"
"3677","大安區","龍陣里"
"3678","文山區","興旺里"
"3679","信義區","三犁里"
"3680","中山區","聚盛里"
"3681","文山區","萬隆里"
"3682","文山區","博嘉里"
"3683","信義區","四育里"
"3684","信義區","四育里"
"3685","中山區","金泰里"
"3686","中山區","晴光里"
"3687","萬華區","雙園里"
"3688","信義區","長春里"
"3689","中正區","螢雪里"
"3690","文山區","樟樹里"
"3691","中山區","行仁里"
"3692","北投區","中和里"
"3693","萬華區","青山里"
"3694","松山區","復源里"
"3695","中山區","金泰里"
"3696","中山區","朱馥里"
"3697","南港區","舊莊里"
"3698","中山區","劍潭里"
"3699","內湖區","清白里"
"3700","北投區","福興里"
"3701","大同區","國慶里"
"3702","大同區","國慶里"
"3703","萬華區","柳鄉里"
"3704","信義區","黎安里"
"3705","南港區","萬福里"
"3706","中正區","龍光里"
"3707","松山區","中崙里"
"3708","萬華區","孝德里"
"3709","大安區","龍圖里"
"3710","內湖區","樂康里"
"3711","信義區","富台里"
"3712","萬華區","仁德里"
"3713","文山區","明興里"
"3714","萬華區","凌霄里"
"3715","士林區","東山里"
"3716","大安區","和安里"
"3717","大安區","仁愛里"
"3718","大同區","永樂里"
"3719","信義區","景新里"
"3720","大安區","臨江里"
"3721","中山區","康樂里"
"3722","中山區","圓山里"
"3723","中山區","聚盛里"
"3724","中山區","康樂里"
"3725","北投區","裕民里"
"3726","大安區","龍生里"
"3727","內湖區","安湖里"
"3728","中山區","行仁里"
"3729","中山區","行仁里"
"3730","內湖區","瑞陽里"
"3731","中山區","正義里"
"3732","北投區","永欣里"
"3733","松山區","東光里"
"3734","士林區","明勝里"
"3735","萬華區","新和里"
"3736","萬華區","和德里"
"3737","萬華區","西門里"
"3738","文山區","樟樹里"
"3739","內湖區","清白里"
"3740","內湖區","金瑞里"
"3741","北投區","一德里"
"3742","大同區","永樂里"
"3743","內湖區","清白里"
"3744","大安區","誠安里"
"3745","士林區","義信里"
"3746","大安區","黎元里"
"3747","萬華區","華中里"
"3748","中山區","永安里"
"3749","松山區","安平里"
"3750","信義區","景聯里"
"3751","北投區","永和里"
"3752","松山區","民福里"
"3753","大同區","延平里"
"3754","南港區","成福里"
"3755","松山區","中崙里"
"3756","大安區","龍生里"
"3757","中山區","康樂里"
"3758","文山區","萬美里"
"3759","中山區","朱馥里"
"3760","中山區","新庄里"
"3761","文山區","萬隆里"
"3762","大安區","住安里"
"3763","文山區","萬芳里"
"3764","北投區","榮光里"
"3765","士林區","天母里"
"3766","文山區","景東里"
"3767","內湖區","瑞光里"
"3768","萬華區","孝德里"
"3769","內湖區","蘆洲里"
"3770","大安區","全安里"
"3771","內湖區","金湖里"
"3772","大同區","蓬萊里"
"3773","中山區","正得里"
"3774","南港區","重陽里"
"3775","內湖區","紫雲里"
"3776","文山區","興得里"
"3777","士林區","富光里"
"3778","萬華區","和平里"
"3779","文山區","博嘉里"
"3780","北投區","八仙里"
"3781","中山區","行仁里"
"3782","內湖區","寶湖里"
"3783","士林區","臨溪里"
"3784","內湖區","樂康里"
"3785","文山區","博嘉里"
"3786","中正區","愛國里"
"3787","南港區","合成里"
"3788","文山區","明義里"
"3789","萬華區","萬壽里"
"3790","萬華區","萬壽里"
"3791","南港區","仁福里"
"3792","內湖區","西康里"
"3793","萬華區","富民里"
"3794","信義區","雙和里"
"3795","萬華區","壽德里"
"3796","北投區","林泉里"
"3797","文山區","興業里"
"3798","士林區","明勝里"
"3799","士林區","福順里"
"3800","大同區","延平里"
"3801","大同區","玉泉里"
"3802","大安區","群賢里"
"3803","中山區","中山里"
"3804","中山區","朱馥里"
"3805","松山區","吉仁里"
"3806","大安區","仁慈里"
"3807","文山區","萬隆里"
"3808","內湖區","大湖里"
"3809","文山區","萬隆里"
"3810","大安區","光武里"
"3811","內湖區","湖元里"
"3812","中山區","中庄里"
"3813","中山區","中山里"
"3814","士林區","社子里"
"3815","松山區","福成里"
"3816","信義區","雅祥里"
"3817","信義區","黎平里"
"3818","士林區","聖山里"
"3819","大安區","民炤里"
"3820","中正區","黎明里"
"3821","內湖區","葫洲里"
"3822","內湖區","安湖里"
"3823","信義區","大道里"
"3824","松山區","吉仁里"
"3825","內湖區","秀湖里"
"3826","士林區","天福里"
"3827","南港區","百福里"
"3828","松山區","莊敬里"
"3829","南港區","新光里"
"3830","士林區","福林里"
"3831","北投區","榮華里"
"3832","士林區","蘭興里"
"3833","萬華區","和德里"
"3834","北投區","吉利里"
"3835","大安區","義村里"
"3836","信義區","興雅里"
"3837","文山區","興業里"
"3838","中正區","龍光里"
"3839","文山區","政大里"
"3840","內湖區","金瑞里"
"3841","萬華區","綠堤里"
"3842","南港區","中研里"
"3843","大安區","德安里"
"3844","萬華區","新安里"
"3845","文山區","博嘉里"
"3846","南港區","仁福里"
"3847","文山區","興得里"
"3848","信義區","中行里"
"3849","北投區","開明里"
"3850","松山區","復盛里"
"3851","大安區","臨江里"
"3852","大安區","黎孝里"
"3853","中山區","朱馥里"
"3854","中山區","正義里"
"3855","士林區","舊佳里"
"3856","南港區","西新里"
"3857","北投區","溫泉里"
"3858","北投區","溫泉里"
"3859","南港區","玉成里"
"3860","萬華區","華中里"
"3861","大同區","延平里"
"3862","中山區","劍潭里"
"3863","中山區","晴光里"
"3864","文山區","興安里"
"3865","中正區","龍光里"
"3866","大同區","鄰江里"
"3867","大同區","鄰江里"
"3868","松山區","復盛里"
"3869","信義區","中行里"
"3870","文山區","萬芳里"
"3871","中正區","光復里"
"3872","中正區","螢雪里"
"3873","萬華區","忠貞里"
"3874","松山區","中正里"
"3875","文山區","順興里"
"3876","信義區","國業里"
"3877","文山區","明興里"
"3878","萬華區","忠貞里"
"3879","大安區","龍圖里"
"3880","內湖區","安泰里"
"3881","信義區","興隆里"
"3882","文山區","興豐里"
"3883","大同區","玉泉里"
"3884","內湖區","蘆洲里"
"3885","中正區","建國里"
"3886","松山區","安平里"
"3887","文山區","景東里"
"3888","信義區","中坡里"
"3889","信義區","新仁里"
"3890","中山區","正義里"
"3891","大安區","古莊里"
"3892","內湖區","紫雲里"
"3893","萬華區","新和里"
"3894","文山區","興旺里"
"3895","大同區","大有里"
"3896","北投區","一德里"
"3897","內湖區","港華里"
"3898","中山區","中山里"
"3899","萬華區","福音里"
"3900","士林區","百齡里"
"3901","文山區","萬芳里"
"3902","中山區","成功里"
"3903","文山區","忠順里"
"3904","大安區","誠安里"
"3905","南港區","中研里"
"3906","萬華區","雙園里"
"3907","大同區","星明里"
"3908","大同區","星明里"
"3909","中山區","朱園里"
"3910","文山區","興旺里"
"3911","文山區","興旺里"
"3912","文山區","興得里"
"3913","松山區","復勢里"
"3914","文山區","興福里"
"3915","大同區","至聖里"
"3916","信義區","正和里"
"3917","士林區","社園里"
"3918","南港區","三重里"
"3919","萬華區","福音里"
"3920","大同區","揚雅里"
"3921","大同區","揚雅里"
"3922","南港區","中研里"
"3923","內湖區","樂康里"
"3924","內湖區","樂康里"
"3925","內湖區","南湖里"
"3926","南港區","舊莊里"
"3927","北投區","一德里"
"3928","大安區","古莊里"
"3929","松山區","中正里"
"3930","內湖區","清白里"
"3931","中正區","螢雪里"
"3932","文山區","萬和里"
"3933","信義區","雅祥里"
"3934","大同區","大有里"
"3935","文山區","景東里"
"3936","松山區","慈祐里"
"3937","松山區","慈祐里"
"3938","中山區","聚葉里"
"3939","中正區","忠勤里"
"3940","北投區","中央里"
"3941","中正區","三愛里"
"3942","萬華區","綠堤里"
"3943","文山區","萬芳里"
"3944","中正區","螢圃里"
"3945","南港區","合成里"
"3946","中正區","文祥里"
"3947","內湖區","麗山里"
"3948","信義區","黎平里"
"3949","松山區","吉仁里"
"3950","士林區","天和里"
"3951","南港區","新富里"
"3952","文山區","興福里"
"3953","萬華區","華江里"
"3954","文山區","木柵里"
"3955","士林區","天玉里"
"3956","內湖區","西康里"
"3957","大安區","通安里"
"3958","信義區","景新里"
"3959","北投區","溫泉里"
"3960","大安區","光武里"
"3961","內湖區","清白里"
"3962","萬華區","新安里"
"3963","松山區","鵬程里"
"3964","南港區","舊莊里"
"3965","大同區","建泰里"
"3966","大同區","老師里"
"3967","松山區","東光里"
"3968","內湖區","安湖里"
"3969","萬華區","忠貞里"
"3970","中山區","康樂里"
"3971","松山區","民有里"
"3972","士林區","前港里"
"3973","信義區","三張里"
"3974","內湖區","葫洲里"
"3975","北投區","八仙里"
"3976","北投區","永明里"
"3977","中山區","恆安里"
"3978","信義區","黎安里"
"3979","文山區","順興里"
"3980","信義區","景勤里"
"3981","大安區","義安里"
"3982","大同區","斯文里"
"3983","松山區","吉祥里"
"3984","北投區","中心里"
"3985","大同區","朝陽里"
"3986","萬華區","錦德里"
"3987","信義區","永春里"
"3988","中山區","集英里"
"3989","中正區","文北里"
"3990","萬華區","和平里"
"3991","中山區","恆安里"
"3992","信義區","永春里"
"3993","內湖區","西湖里"
"3994","中正區","文祥里"
"3995","士林區","前港里"
"3996","萬華區","華中里"
"3997","大安區","敦煌里"
"3998","中山區","大直里"
"3999","大同區","隆和里"
"4000","士林區","天山里"
"4001","士林區","天山里"
"4002","中山區","圓山里"
"4003","中正區","林興里"
"4004","大同區","朝陽里"
"4005","大安區","住安里"
"4006","士林區","葫蘆里"
"4007","中山區","永安里"
"4008","文山區","萬和里"
"4009","內湖區","港墘里"
"4010","大安區","建安里"
"4011","中正區","文盛里"
"4012","大安區","新龍里"
"4013","南港區","鴻福里"
"4014","士林區","天祿里"
"4015","中山區","正得里"
"4016","中山區","朱崙里"
"4017","萬華區","和德里"
"4018","萬華區","日善里"
"4019","萬華區","新忠里"
"4020","中山區","大直里"
"4021","北投區","大同里"
"4022","中正區","光復里"
"4023","南港區","合成里"
"4024","士林區","仁勇里"
"4025","中山區","新喜里"
"4026","萬華區","榮德里"
"4027","中山區","圓山里"
"4028","大安區","龍淵里"
"4029","萬華區","萬壽里"
"4030","內湖區","葫洲里"
"4031","松山區","吉祥里"
"4032","文山區","萬盛里"
"4033","大安區","光信里"
"4034","文山區","樟樹里"
"4035","中山區","中山里"
"4036","信義區","長春里"
"4037","大安區","龍生里"
"4038","士林區","天母里"
"4039","士林區","天母里"
"4040","內湖區","行善里"
"4041","大安區","群英里"
"4042","文山區","樟樹里"
"4043","南港區","東新里"
"4044","南港區","新富里"
"4045","大安區","龍圖里"
"4046","文山區","樟樹里"
"4047","大同區","朝陽里"
"4048","文山區","景慶里"
"4049","大安區","民輝里"
"4050","北投區","中心里"
"4051","萬華區","富民里"
"4052","中正區","螢雪里"
"4053","信義區","大仁里"
"4054","文山區","博嘉里"
"4055","北投區","桃源里"
"4056","信義區","松友里"
"4057","南港區","舊莊里"
"4058","士林區","天祿里"
"4059","大安區","全安里"
"4060","大安區","誠安里"
"4061","士林區","明勝里"
"4062","大安區","民輝里"
"4063","大安區","民輝里"
"4064","中山區","興亞里"
"4065","萬華區","和德里"
"4066","萬華區","孝德里"
"4067","士林區","福華里"
"4068","松山區","中正里"
"4069","文山區","萬祥里"
"4070","大安區","龍雲里"
"4071","士林區","菁山里"
"4072","大安區","大學里"
"4073","松山區","安平里"
"4074","內湖區","五分里"
"4075","中山區","正得里"
"4076","松山區","慈祐里"
"4077","南港區","東新里"
"4078","信義區","黎平里"
"4079","松山區","民福里"
"4080","南港區","南港里"
"4081","中正區","南福里"
"4082","北投區","吉慶里"
"4083","北投區","榮華里"
"4084","士林區","舊佳里"
"4085","大安區","車層里"
"4086","大安區","住安里"
"4087","大安區","光信里"
"4088","松山區","介壽里"
"4089","北投區","一德里"
"4090","中山區","下埤里"
"4091","北投區","裕民里"
"4092","信義區","正和里"
"4093","中正區","文盛里"
"4094","內湖區","週美里"
"4095","內湖區","週美里"
"4096","內湖區","寶湖里"
"4097","中山區","晴光里"
"4098","北投區","中心里"
"4099","中山區","下埤里"
"4100","文山區","萬美里"
"4101","大安區","誠安里"
"4102","萬華區","壽德里"
"4103","文山區","興旺里"
"4104","信義區","黎平里"
"4105","文山區","興豐里"
"4106","文山區","興豐里"
"4107","松山區","龍田里"
"4108","士林區","福中里"
"4109","士林區","福華里"
"4110","信義區","五全里"
"4111","大安區","民輝里"
"4112","松山區","三民里"
"4113","信義區","黎平里"
"4114","北投區","稻香里"
