"","district","town"
"4115","信義區","黎平里"
"4116","士林區","福安里"
"4117","士林區","德行里"
"4118","士林區","明勝里"
"4119","萬華區","西門里"
"4120","中山區","聚盛里"
"4121","士林區","明勝里"
"4122","大安區","群英里"
"4123","士林區","天和里"
"4124","大安區","光武里"
"4125","松山區","介壽里"
"4126","內湖區","金龍里"
"4127","中正區","南福里"
"4128","士林區","前港里"
"4129","北投區","振華里"
"4130","中正區","幸市里"
"4131","文山區","萬年里"
"4132","內湖區","清白里"
"4133","中山區","朱崙里"
"4134","南港區","成福里"
"4135","文山區","順興里"
"4136","中山區","中山里"
"4137","松山區","民福里"
"4138","信義區","五常里"
"4139","文山區","政大里"
"4140","文山區","興旺里"
"4141","中山區","永安里"
"4142","中正區","板溪里"
"4143","信義區","景新里"
"4144","內湖區","金湖里"
"4145","文山區","樟腳里"
"4146","萬華區","菜園里"
"4147","松山區","中華里"
"4148","中山區","中央里"
"4149","文山區","試院里"
"4150","南港區","成福里"
"4151","北投區","永和里"
"4152","大同區","蓬萊里"
"4153","內湖區","港墘里"
"4154","大安區","群賢里"
"4155","文山區","景華里"
"4156","萬華區","新起里"
"4157","南港區","九如里"
"4158","大同區","至聖里"
"4159","中正區","幸福里"
"4160","北投區","中央里"
"4161","大安區","仁慈里"
"4162","文山區","興得里"
"4163","中正區","板溪里"
"4164","士林區","社新里"
"4165","松山區","介壽里"
"4166","文山區","興家里"
"4167","北投區","文林里"
"4168","內湖區","紫星里"
"4169","南港區","中南里"
"4170","文山區","興昌里"
"4171","中正區","三愛里"
"4172","萬華區","錦德里"
"4173","內湖區","安湖里"
"4174","內湖區","瑞陽里"
"4175","大安區","黎元里"
"4176","中正區","廈安里"
"4177","北投區","裕民里"
"4178","文山區","興安里"
"4179","文山區","興得里"
"4180","文山區","萬興里"
"4181","北投區","大同里"
"4182","南港區","聯成里"
"4183","松山區","新聚里"
"4184","大安區","通化里"
"4185","萬華區","菜園里"
"4186","大安區","龍門里"
"4187","文山區","景華里"
"4188","中山區","中山里"
"4189","內湖區","紫星里"
"4190","士林區","福中里"
"4191","大安區","黎元里"
"4192","萬華區","西門里"
"4193","文山區","興得里"
"4194","內湖區","金瑞里"
"4195","萬華區","孝德里"
"4196","文山區","木新里"
"4197","南港區","新光里"
"4198","士林區","蘭雅里"
"4199","萬華區","柳鄉里"
"4200","大安區","群賢里"
"4201","士林區","葫東里"
"4202","萬華區","新起里"
"4203","松山區","自強里"
"4204","萬華區","頂碩里"
"4205","內湖區","紫陽里"
"4206","內湖區","葫洲里"
"4207","大安區","全安里"
"4208","大安區","龍生里"
"4209","北投區","溫泉里"
"4210","信義區","黎忠里"
"4211","文山區","興家里"
"4212","士林區","社新里"
"4213","文山區","萬盛里"
"4214","南港區","西新里"
"4215","內湖區","西安里"
"4216","內湖區","碧山里"
"4217","文山區","萬隆里"
"4218","萬華區","興德里"
"4219","萬華區","新忠里"
"4220","信義區","興隆里"
"4221","南港區","東新里"
"4222","士林區","福德里"
"4223","萬華區","菜園里"
"4224","北投區","溫泉里"
"4225","中山區","正義里"
"4226","內湖區","寶湖里"
"4227","士林區","德華里"
"4228","南港區","重陽里"
"4229","大安區","義村里"
"4230","內湖區","葫洲里"
"4231","內湖區","湖興里"
"4232","大安區","民輝里"
"4233","北投區","中心里"
"4234","大安區","建安里"
"4235","內湖區","西康里"
"4236","萬華區","興德里"
"4237","內湖區","西康里"
"4238","士林區","天和里"
"4239","信義區","廣居里"
"4240","北投區","奇岩里"
"4241","內湖區","安湖里"
"4242","中山區","民安里"
"4243","中山區","民安里"
"4244","北投區","清江里"
"4245","中山區","中吉里"
"4246","中正區","水源里"
"4247","北投區","溫泉里"
"4248","北投區","永明里"
"4249","大安區","黎孝里"
"4250","文山區","萬美里"
"4251","大安區","敦煌里"
"4252","大同區","星明里"
"4253","北投區","林泉里"
"4254","萬華區","富民里"
"4255","北投區","清江里"
"4256","文山區","景東里"
"4257","北投區","稻香里"
"4258","大同區","雙連里"
"4259","大安區","黎孝里"
"4260","松山區","新聚里"
"4261","內湖區","紫雲里"
"4262","士林區","社子里"
"4263","南港區","合成里"
"4264","南港區","合成里"
"4265","大安區","義安里"
"4266","大同區","隆和里"
"4267","中正區","三愛里"
"4268","文山區","興豐里"
"4269","北投區","秀山里"
"4270","大安區","黎元里"
"4271","大安區","光武里"
"4272","內湖區","瑞陽里"
"4273","文山區","順興里"
"4274","南港區","三重里"
"4275","中山區","朱園里"
"4276","南港區","合成里"
"4277","大同區","大有里"
"4278","內湖區","大湖里"
"4279","松山區","吉仁里"
"4280","士林區","天山里"
"4281","內湖區","明湖里"
"4282","松山區","莊敬里"
"4283","中山區","新庄里"
"4284","中正區","板溪里"
"4285","內湖區","西康里"
"4286","松山區","自強里"
"4287","士林區","明勝里"
"4288","大安區","龍生里"
"4289","信義區","中坡里"
"4290","信義區","雙和里"
"4291","萬華區","榮德里"
"4292","松山區","新東里"
"4293","信義區","中興里"
"4294","南港區","三重里"
"4295","士林區","名山里"
"4296","松山區","富錦里"
"4297","中山區","圓山里"
"4298","北投區","桃源里"
"4299","松山區","復勢里"
"4300","松山區","慈祐里"
"4301","信義區","興雅里"
"4302","中山區","行仁里"
"4303","內湖區","明湖里"
"4304","內湖區","週美里"
"4305","文山區","樟新里"
"4306","中山區","朱園里"
"4307","大安區","龍門里"
"4308","內湖區","湖興里"
"4309","大同區","建功里"
"4310","信義區","敦厚里"
"4311","信義區","惠安里"
"4312","松山區","新聚里"
"4313","中正區","東門里"
"4314","北投區","清江里"
"4315","中山區","行孝里"
"4316","萬華區","青山里"
"4317","士林區","明勝里"
"4318","文山區","萬盛里"
"4319","萬華區","福星里"
"4320","松山區","復源里"
"4321","文山區","明義里"
"4322","南港區","東明里"
"4323","信義區","中興里"
"4324","大安區","仁愛里"
"4325","士林區","社園里"
"4326","大同區","斯文里"
"4327","大同區","斯文里"
"4328","文山區","樟文里"
"4329","信義區","景聯里"
"4330","南港區","九如里"
"4331","萬華區","日祥里"
"4332","內湖區","湖元里"
"4333","北投區","奇岩里"
"4334","南港區","中研里"
"4335","萬華區","雙園里"
"4336","中山區","恆安里"
"4337","中山區","成功里"
"4338","松山區","民有里"
"4339","內湖區","港墘里"
"4340","信義區","長春里"
"4341","大安區","臨江里"
"4342","士林區","永倫里"
"4343","北投區","關渡里"
"4344","文山區","興業里"
"4345","中正區","幸福里"
"4346","文山區","興昌里"
"4347","大安區","龍坡里"
"4348","文山區","順興里"
"4349","松山區","復盛里"
"4350","文山區","興光里"
"4351","中山區","正得里"
"4352","內湖區","西湖里"
"4353","萬華區","日祥里"
"4354","中山區","聚盛里"
"4355","中山區","晴光里"
"4356","萬華區","萬壽里"
"4357","北投區","開明里"
"4358","文山區","華興里"
"4359","松山區","介壽里"
"4360","文山區","興光里"
"4361","士林區","福德里"
"4362","中正區","文祥里"
"4363","內湖區","西康里"
"4364","士林區","永倫里"
"4365","北投區","中央里"
"4366","中正區","文祥里"
"4367","內湖區","葫洲里"
"4368","中山區","新生里"
"4369","大同區","隆和里"
"4370","中山區","金泰里"
"4371","中正區","板溪里"
"4372","南港區","南港里"
"4373","大同區","隆和里"
"4374","文山區","明義里"
"4375","松山區","富泰里"
"4376","松山區","富泰里"
"4377","松山區","富泰里"
"4378","大安區","黎孝里"
"4379","萬華區","富福里"
"4380","文山區","明義里"
"4381","中山區","金泰里"
"4382","中山區","中山里"
"4383","文山區","指南里"
"4384","中山區","金泰里"
"4385","內湖區","康寧里"
"4386","士林區","明勝里"
"4387","內湖區","行善里"
"4388","大安區","通安里"
"4389","內湖區","安湖里"
"4390","中山區","中吉里"
"4391","士林區","福佳里"
"4392","內湖區","金瑞里"
"4393","北投區","一德里"
"4394","大同區","民權里"
"4395","大安區","學府里"
"4396","松山區","龍田里"
"4397","士林區","忠誠里"
"4398","松山區","復源里"
"4399","松山區","中華里"
"4400","松山區","中正里"
"4401","萬華區","錦德里"
"4402","內湖區","港華里"
"4403","信義區","泰和里"
"4404","文山區","萬和里"
"4405","北投區","文林里"
"4406","中山區","中山里"
"4407","中正區","龍光里"
"4408","中正區","幸福里"
"4409","文山區","萬芳里"
"4410","信義區","大仁里"
"4411","松山區","復盛里"
"4412","信義區","泰和里"
"4413","中山區","中庄里"
"4414","大同區","蓬萊里"
"4415","士林區","名山里"
"4416","中山區","中庄里"
"4417","士林區","富洲里"
"4418","大同區","玉泉里"
"4419","大同區","玉泉里"
"4420","松山區","自強里"
"4421","文山區","興福里"
"4422","文山區","萬芳里"
"4423","大安區","臨江里"
"4424","大同區","保安里"
"4425","中山區","成功里"
"4426","信義區","景聯里"
"4427","大同區","老師里"
"4428","大同區","老師里"
"4429","中山區","新庄里"
"4430","中山區","恆安里"
"4431","文山區","興家里"
"4432","大安區","全安里"
"4433","士林區","東山里"
"4434","內湖區","港墘里"
"4435","南港區","合成里"
"4436","大安區","黎孝里"
"4437","北投區","永和里"
"4438","北投區","大同里"
"4439","中山區","朱園里"
"4440","士林區","永倫里"
"4441","內湖區","瑞光里"
"4442","松山區","東光里"
"4443","松山區","慈祐里"
"4444","中正區","網溪里"
"4445","信義區","三犁里"
"4446","大安區","黎孝里"
"4447","文山區","指南里"
"4448","信義區","西村里"
"4449","松山區","東光里"
"4450","大安區","光信里"
"4451","士林區","社新里"
"4452","萬華區","華江里"
"4453","文山區","博嘉里"
"4454","大安區","民輝里"
"4455","中正區","忠勤里"
"4456","萬華區","壽德里"
"4457","北投區","中央里"
"4458","南港區","成福里"
"4459","中山區","集英里"
"4460","內湖區","內湖里"
"4461","內湖區","瑞陽里"
"4462","大同區","玉泉里"
"4463","文山區","興光里"
"4464","中山區","中庄里"
"4465","萬華區","壽德里"
"4466","士林區","德行里"
"4467","南港區","聯成里"
"4468","文山區","萬祥里"
"4469","松山區","東光里"
"4470","北投區","立農里"
"4471","中山區","朱園里"
"4472","大安區","昌隆里"
"4473","大安區","龍陣里"
"4474","中正區","文北里"
"4475","南港區","舊莊里"
"4476","中山區","朱崙里"
"4477","松山區","龍田里"
"4478","南港區","南港里"
"4479","中山區","新福里"
"4480","中山區","恆安里"
"4481","中正區","板溪里"
"4482","信義區","中興里"
"4483","文山區","萬祥里"
"4484","士林區","永倫里"
"4485","大安區","福住里"
"4486","大同區","南芳里"
"4487","大安區","龍雲里"
"4488","大同區","至聖里"
"4489","萬華區","菜園里"
"4490","大安區","永康里"
"4491","大同區","民權里"
"4492","內湖區","港墘里"
"4493","北投區","秀山里"
"4494","大安區","住安里"
"4495","內湖區","瑞光里"
"4496","信義區","國業里"
"4497","北投區","大同里"
"4498","南港區","重陽里"
"4499","中正區","螢雪里"
"4500","文山區","興光里"
"4501","信義區","景聯里"
"4502","士林區","天母里"
"4503","萬華區","和德里"
"4504","士林區","天祿里"
"4505","萬華區","錦德里"
"4506","文山區","景華里"
"4507","文山區","木新里"
"4508","內湖區","紫陽里"
"4509","中山區","聚葉里"
"4510","萬華區","福星里"
"4511","大安區","建安里"
"4512","信義區","六合里"
"4513","中山區","行仁里"
"4514","中山區","聚盛里"
"4515","文山區","興光里"
"4516","信義區","三犁里"
"4517","萬華區","忠貞里"
"4518","中正區","林興里"
"4519","文山區","木新里"
"4520","信義區","雙和里"
"4521","中山區","興亞里"
"4522","大安區","光信里"
"4523","中正區","幸福里"
"4524","大安區","誠安里"
"4525","北投區","開明里"
"4526","中正區","忠勤里"
"4527","文山區","樟腳里"
"4528","松山區","復建里"
"4529","松山區","復建里"
"4530","內湖區","內湖里"
"4531","信義區","黎順里"
"4532","萬華區","福星里"
"4533","內湖區","湖元里"
"4534","信義區","中坡里"
"4535","士林區","後港里"
"4536","南港區","成福里"
"4537","萬華區","華江里"
"4538","文山區","指南里"
"4539","大同區","南芳里"
"4540","北投區","中心里"
"4541","信義區","松隆里"
"4542","信義區","黎安里"
"4543","大同區","朝陽里"
"4544","萬華區","青山里"
"4545","中山區","下埤里"
"4546","信義區","黎順里"
"4547","內湖區","港都里"
"4548","萬華區","菜園里"
"4549","大同區","南芳里"
"4550","大同區","鄰江里"
"4551","松山區","富泰里"
"4552","內湖區","港華里"
"4553","中山區","康樂里"
"4554","北投區","永欣里"
"4555","大安區","誠安里"
"4556","士林區","岩山里"
"4557","中正區","網溪里"
"4558","北投區","永欣里"
"4559","士林區","永倫里"
"4560","內湖區","港墘里"
"4561","大安區","仁愛里"
"4562","信義區","三張里"
"4563","內湖區","港華里"
"4564","內湖區","碧山里"
"4565","北投區","振華里"
"4566","士林區","福志里"
"4567","大同區","鄰江里"
"4568","大同區","至聖里"
"4569","萬華區","新起里"
"4570","中正區","忠勤里"
"4571","內湖區","樂康里"
"4572","文山區","興得里"
"4573","信義區","松友里"
"4574","大安區","通化里"
"4575","文山區","順興里"
"4576","南港區","舊莊里"
"4577","士林區","葫蘆里"
"4578","萬華區","和平里"
"4579","中正區","忠勤里"
"4580","內湖區","樂康里"
"4581","中山區","恆安里"
"4582","內湖區","湖元里"
"4583","大安區","龍生里"
"4584","南港區","新光里"
"4585","中山區","集英里"
"4586","松山區","新聚里"
"4587","內湖區","港富里"
"4588","北投區","關渡里"
"4589","南港區","東新里"
"4590","萬華區","興德里"
"4591","大同區","民權里"
"4592","大安區","華聲里"
"4593","松山區","新東里"
"4594","中山區","復華里"
"4595","大安區","大學里"
"4596","萬華區","壽德里"
"4597","大安區","全安里"
"4598","中山區","劍潭里"
"4599","士林區","富洲里"
"4600","士林區","忠誠里"
"4601","文山區","木新里"
"4602","中正區","南門里"
"4603","大同區","星明里"
"4604","信義區","五常里"
"4605","士林區","社園里"
"4606","北投區","智仁里"
"4607","士林區","後港里"
"4608","北投區","中庸里"
"4609","信義區","景新里"
"4610","文山區","興福里"
"4611","內湖區","葫洲里"
"4612","士林區","福志里"
"4613","中山區","聚葉里"
"4614","文山區","萬隆里"
"4615","文山區","景行里"
"4616","萬華區","萬壽里"
"4617","中山區","行孝里"
"4618","松山區","慈祐里"
"4619","大同區","老師里"
"4620","文山區","樟新里"
"4621","文山區","博嘉里"
"4622","信義區","大道里"
"4623","文山區","明興里"
"4624","南港區","新富里"
"4625","北投區","清江里"
"4626","中山區","行仁里"
"4627","南港區","新光里"
"4628","大安區","誠安里"
"4629","內湖區","石潭里"
"4630","大安區","德安里"
"4631","內湖區","西湖里"
"4632","士林區","天母里"
"4633","大安區","通化里"
"4634","萬華區","和德里"
"4635","萬華區","華中里"
"4636","萬華區","頂碩里"
"4637","信義區","嘉興里"
"4638","文山區","樟林里"
"4639","松山區","安平里"
"4640","萬華區","福音里"
"4641","松山區","中正里"
"4642","中正區","林興里"
"4643","文山區","景仁里"
"4644","內湖區","寶湖里"
"4645","中山區","大直里"
"4646","中山區","行政里"
"4647","北投區","尊賢里"
"4648","大安區","龍泉里"
"4649","中山區","中吉里"
"4650","文山區","興光里"
"4651","文山區","景仁里"
"4652","北投區","桃源里"
"4653","士林區","福華里"
"4654","內湖區","東湖里"
"4655","北投區","福興里"
"4656","中正區","龍興里"
"4657","信義區","中行里"
"4658","士林區","富洲里"
"4659","文山區","萬年里"
"4660","北投區","清江里"
"4661","南港區","九如里"
"4662","士林區","天山里"
"4663","內湖區","樂康里"
"4664","大安區","法治里"
"4665","大安區","法治里"
"4666","士林區","蘭興里"
"4667","士林區","天玉里"
"4668","大同區","隆和里"
"4669","士林區","芝山里"
"4670","信義區","五全里"
"4671","松山區","富錦里"
"4672","松山區","中崙里"
"4673","中山區","埤頭里"
"4674","內湖區","湖元里"
"4675","內湖區","瑞陽里"
"4676","南港區","聯成里"
"4677","萬華區","新和里"
"4678","大安區","建安里"
"4679","大安區","臨江里"
"4680","松山區","東光里"
"4681","內湖區","明湖里"
"4682","大安區","建安里"
"4683","內湖區","紫星里"
"4684","大安區","法治里"
"4685","北投區","永欣里"
"4686","文山區","興得里"
"4687","中山區","正義里"
"4688","信義區","永春里"
"4689","中山區","朱園里"
"4690","士林區","葫蘆里"
"4691","中正區","水源里"
"4692","文山區","試院里"
"4693","信義區","四育里"
"4694","大安區","和安里"
"4695","松山區","復盛里"
"4696","萬華區","頂碩里"
"4697","北投區","福興里"
"4698","大同區","老師里"
"4699","中正區","梅花里"
"4700","士林區","德華里"
"4701","士林區","德華里"
"4702","萬華區","新起里"
"4703","信義區","松友里"
"4704","南港區","南港里"
"4705","萬華區","富民里"
"4706","士林區","天山里"
"4707","信義區","三犁里"
"4708","南港區","舊莊里"
"4709","文山區","萬美里"
"4710","南港區","新光里"
"4711","萬華區","富福里"
"4712","松山區","東榮里"
"4713","中正區","幸市里"
"4714","北投區","尊賢里"
"4715","文山區","興家里"
"4716","文山區","萬隆里"
"4717","中山區","集英里"
"4718","內湖區","紫星里"
"4719","文山區","景行里"
"4720","中山區","朱馥里"
"4721","中正區","林興里"
"4722","大同區","揚雅里"
"4723","中山區","朱園里"
"4724","士林區","芝山里"
"4725","大安區","和安里"
"4726","萬華區","仁德里"
"4727","文山區","萬和里"
"4728","大安區","新龍里"
"4729","信義區","五常里"
"4730","中山區","松江里"
"4731","中正區","新營里"
"4732","內湖區","湖興里"
"4733","萬華區","榮德里"
"4734","文山區","景行里"
"4735","信義區","三張里"
"4736","文山區","試院里"
"4737","大安區","義村里"
"4738","中山區","集英里"
"4739","南港區","舊莊里"
"4740","士林區","後港里"
"4741","士林區","前港里"
"4742","內湖區","內湖里"
"4743","文山區","明興里"
"4744","文山區","順興里"
"4745","南港區","百福里"
"4746","士林區","名山里"
"4747","中山區","大直里"
"4748","中正區","永昌里"
"4749","內湖區","葫洲里"
"4750","士林區","社新里"
"4751","文山區","興安里"
"4752","萬華區","糖?里"
"4753","士林區","葫東里"
"4754","萬華區","富民里"
"4755","松山區","民福里"
"4756","中山區","中原里"
"4757","大安區","車層里"
"4758","信義區","黎平里"
"4759","士林區","社新里"
"4760","中山區","晴光里"
"4761","中正區","網溪里"
"4762","松山區","介壽里"
"4763","松山區","介壽里"
"4764","南港區","重陽里"
"4765","松山區","中崙里"
"4766","信義區","雅祥里"
"4767","北投區","振華里"
"4768","萬華區","銘德里"
"4769","中山區","江山里"
"4770","文山區","木新里"
"4771","中正區","螢圃里"
"4772","大安區","龍生里"
"4773","文山區","景東里"
"4774","中山區","埤頭里"
"4775","大同區","老師里"
"4776","松山區","東光里"
"4777","信義區","雅祥里"
"4778","文山區","明義里"
"4779","信義區","雅祥里"
"4780","中山區","晴光里"
"4781","中正區","網溪里"
"4782","文山區","順興里"
"4783","萬華區","雙園里"
"4784","信義區","中坡里"
"4785","萬華區","全德里"
"4786","大同區","延平里"
"4787","中山區","正得里"
"4788","文山區","興光里"
"4789","信義區","泰和里"
"4790","內湖區","金龍里"
"4791","文山區","樟樹里"
"4792","萬華區","忠德里"
"4793","萬華區","青山里"
"4794","北投區","振華里"
"4795","北投區","一德里"
"4796","萬華區","壽德里"
"4797","大同區","鄰江里"
"4798","南港區","合成里"
"4799","大安區","黎孝里"
"4800","萬華區","壽德里"
"4801","信義區","正和里"
"4802","中山區","晴光里"
"4803","內湖區","港富里"
"4804","大同區","民權里"
"4805","大安區","法治里"
"4806","文山區","試院里"
"4807","大安區","建倫里"
"4808","文山區","萬芳里"
"4809","信義區","嘉興里"
"4810","北投區","榮華里"
"4811","萬華區","華江里"
"4812","中正區","龍光里"
"4813","松山區","自強里"
"4814","內湖區","瑞陽里"
"4815","北投區","尊賢里"
"4816","內湖區","港華里"
"4817","文山區","景行里"
"4818","松山區","鵬程里"
"4819","中正區","螢雪里"
"4820","萬華區","綠堤里"
"4821","內湖區","週美里"
"4822","文山區","萬興里"
"4823","信義區","中行里"
"4824","信義區","松友里"
"4825","信義區","松隆里"
"4826","萬華區","新和里"
"4827","北投區","清江里"
"4828","大安區","新龍里"
"4829","萬華區","菜園里"
"4830","大安區","民輝里"
"4831","大安區","龍雲里"
"4832","中正區","廈安里"
"4833","南港區","聯成里"
"4834","大同區","光能里"
"4835","南港區","成福里"
"4836","士林區","福中里"
"4837","大安區","光武里"
"4838","文山區","興業里"
"4839","大安區","誠安里"
"4840","內湖區","行善里"
"4841","信義區","松光里"
"4842","大同區","建明里"
"4843","信義區","中興里"
"4844","信義區","惠安里"
"4845","文山區","指南里"
"4846","文山區","指南里"
"4847","信義區","三張里"
"4848","松山區","吉祥里"
"4849","萬華區","青山里"
"4850","中山區","康樂里"
"4851","士林區","永倫里"
"4852","大安區","義村里"
"4853","士林區","天母里"
"4854","信義區","松隆里"
"4855","內湖區","瑞光里"
"4856","內湖區","週美里"
"4857","萬華區","福星里"
"4858","信義區","五全里"
"4859","中正區","幸福里"
"4860","文山區","明興里"
"4861","大安區","臨江里"
"4862","信義區","松友里"
"4863","士林區","天玉里"
"4864","大安區","和安里"
"4865","文山區","明義里"
"4866","松山區","中華里"
"4867","內湖區","瑞光里"
"4868","北投區","立農里"
"4869","士林區","葫蘆里"
"4870","松山區","安平里"
"4871","萬華區","和德里"
"4872","北投區","桃源里"
"4873","內湖區","港墘里"
"4874","內湖區","港墘里"
"4875","文山區","試院里"
"4876","中山區","行仁里"
"4877","松山區","新聚里"
"4878","中山區","新庄里"
"4879","士林區","公館里"
"4880","信義區","五全里"
"4881","信義區","三張里"
"4882","萬華區","全德里"
"4883","大安區","古風里"
"4884","萬華區","菜園里"
"4885","士林區","承德里"
"4886","信義區","黎安里"
"4887","南港區","三重里"
"4888","大同區","大有里"
"4889","中山區","成功里"
"4890","信義區","中坡里"
"4891","中山區","新庄里"
"4892","內湖區","五分里"
"4893","士林區","聖山里"
"4894","萬華區","日善里"
"4895","北投區","中和里"
"4896","文山區","指南里"
"4897","文山區","指南里"
"4898","中山區","金泰里"
"4899","松山區","介壽里"
"4900","萬華區","興德里"
"4901","南港區","玉成里"
"4902","南港區","舊莊里"
"4903","南港區","成福里"
"4904","松山區","民福里"
"4905","文山區","萬美里"
"4906","內湖區","紫陽里"
"4907","南港區","重陽里"
"4908","南港區","鴻福里"
"4909","大安區","敦煌里"
"4910","南港區","新富里"
"4911","松山區","吉祥里"
"4912","萬華區","華中里"
"4913","松山區","民福里"
"4914","內湖區","紫陽里"
"4915","文山區","景行里"
"4916","士林區","永倫里"
"4917","文山區","樟樹里"
"4918","信義區","長春里"
"4919","萬華區","和平里"
"4920","信義區","正和里"
"4921","萬華區","柳鄉里"
"4922","松山區","安平里"
"4923","大安區","龍安里"
"4924","文山區","明義里"
"4925","大安區","全安里"
"4926","大同區","至聖里"
